qa_id,question,Q1_question_understandability_agreement_type,Q1_question_understandability_majority_label,Q1_question_understandability__human_aniruh,Q1_question_understandability__human_nfonsam,Q1_question_understandability__llm_gemini-2.5-pro,Q1_question_understandability__llm_gpt-4.1-mini,Q1_question_understandability__llm_gpt-5.1,Q2_question_fluency_reuse_agreement_type,Q2_question_fluency_reuse_majority_label,Q2_question_fluency_reuse__human_aniruh,Q2_question_fluency_reuse__human_nfonsam,Q2_question_fluency_reuse__llm_gemini-2.5-pro,Q2_question_fluency_reuse__llm_gpt-4.1-mini,Q2_question_fluency_reuse__llm_gpt-5.1,Q3_evidence_dependency_agreement_type,Q3_evidence_dependency_majority_label,Q3_evidence_dependency__human_aniruh,Q3_evidence_dependency__human_nfonsam,Q3_evidence_dependency__llm_gemini-2.5-pro,Q3_evidence_dependency__llm_gpt-4.1-mini,Q3_evidence_dependency__llm_gpt-5.1
77032a5135185e5a,"If a Petroleum Reporting Entity is disclosing material Contingent Resources estimates for the first time, what must it say about the types of permits or licences it holds, and what other required explanations must it include about the data, the basis for the discovery, and how the estimates were made?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,majority,target_only_sufficient,both_needed,both_needed,target_only_sufficient,target_only_sufficient,target_only_sufficient
7745e6835dca8da7,"When can a letter of credit count as a qualifying letter of credit that the Regulator may allow to be included as eligible capital, and what specific features must it have (like being enforceable in ADGM or an approved jurisdiction, not needing all-party consent to change, no collateral required from the Captive Insurer, and the bank’s rating and regulation)?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
7f383e197ff6f4e8,"When the Regulator holds Confidential Information that qualifies as CRD Information because it was received from an EEA Competent Authority, under what circumstances may the Regulator disclose it to facilitate the carrying out of a Public Function, and to which types of recipients can such a disclosure be made?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,majority,both_needed,both_needed,both_needed,both_needed,both_needed,target_only_sufficient
80d6c95ebae92dd0,"When an Authorised Person is required to retain records of voice or electronic communications for at least two years, how should it determine whether particular communications fall outside the scope because they are general market-condition discussions not intended to lead to a specific Transaction, or because they occur between Fund Managers (or between Fund Managers and Eligible Custodians) of the same Fund acting in that capacity?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,neither_mismatch_unclear,both_needed,target_only_sufficient
82d2843886eaf674,"When an annual designation fee is due partway through a calendar year, how should the payable amount be calculated and by when must the initial annual fee be paid to the Regulator?",unanimous,yes,yes,yes,yes,yes,yes,unanimous,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
85c7a88a32028ce9,"How should an Authorised Person determine whether it falls within Category 2 or Category 3A when its Financial Services Permission includes Dealing in Investments as Principal and/or Dealing in Investments as Agent, including the case where principal dealing is only as a Matched Principal and the case where agent dealing is wholly incidental to Managing an Investment Fund or Managing Assets?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
8619993885d71df5,"For an Authorised Person conducting Investment Business, which reconciliation and verification outputs must be captured for inclusion in the Resolution Pack, and what minimum frequencies apply to those underlying reconciliations and counts when Client Accounts are held with Third Party Agents and when Safe Custody Assets are involved?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
87231a712205b723,"When a Mining Reporting Entity makes a disclosure that includes forecast financial information derived from a Production Target and also discloses an estimate of Ore Reserves, what specific categories of information must it include about (i) the assumptions used to determine the forecast financial information and (ii) the key factors or assumptions underlying the Ore Reserves estimate?",majority,yes,yes,partial_unclear,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,too_much_copied_unnatural,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
88b9c6fa0ca55fb3,"If an Originator provides non-contractual support to a securitisation transaction in order to reduce investors’ potential or actual losses beyond what the transaction documents require, what compliance consequences and investor-facing disclosures apply, including how the Originator must treat the underlying Exposures and any gain on sale?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,majority,both_needed,both_needed,both_needed,source_only_sufficient,both_needed,both_needed
893586bb931cb773,"If the Regulator thinks a Listed Entity being admitted to the Official List needs quarterly cash reports (for example, because it is admitted under the assets eligibility test, has less than three years of audited financial statements, or is a cash-box), what does the Reporting Entity have to do each quarter when the Regulator also requires quarterly reporting as a condition of admission or because it classifies the Reporting Entity as a Mining Exploration Reporting Entity or a Petroleum Exploration Reporting Entity?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
899e964325c9691b,"For a Customer that is not a Natural Person, if the Customer and the Third Party Provider have agreed in writing to change the time period for notifying unauthorised or incorrectly executed Payment Transactions, how does that interact with the Customer’s entitlement to redress when the Third Party Provider did not provide or make available information about the Third Party Transaction as required?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,target_only_sufficient,both_needed,both_needed,both_needed
8c6e94dd4640227e,"When an Authorised Person is considering a guarantee as credit risk mitigation for a credit risk exposure to a multilateral development bank, what conditions must be met for the guarantee to be eligible for recognition, and what risk weight must be applied to the exposure if the MDB is one of the qualifying institutions listed (for example, IBRD/IFC/MIGA within the World Bank Group)?",majority,yes,yes,partial_unclear,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
8ff811107a4ee8b8,"Where investments are made using Musharaka or Mudaraba contracts with commodities as the underlying assets, how must an Authorised Person calculate its Commodities Risk Capital Requirement, including the required treatment of Trading Book and Non Trading Book commodity positions and the permitted calculation approaches?",majority,yes,partial_unclear,yes,yes,yes,yes,majority,too_much_copied_unnatural,too_much_copied_unnatural,too_much_copied_unnatural,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,target_only_sufficient,both_needed,both_needed,both_needed,both_needed
96d798bb5745edb9,"In the annual report, what does the Reporting Entity need to say about who leads the Board and what decisions the Board keeps versus delegates to Senior Management, and what balance of skills and independence and what resources must the Board and its committees have for both the Reporting Entity and the Listed Entity?",majority,partial_unclear,yes,partial_unclear,partial_unclear,partial_unclear,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,too_much_copied_unnatural,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
9d433957cee557b9,"When an Authorised Person wants to treat Exposures as collateralised using cash received under a CLN it issued, or using loans and Deposits of a Counterparty that are subject to an on balance sheet Netting agreement, what conditions must be satisfied before the Authorised Person can recognise the effects of CRM for that Collateral?",majority,yes,yes,no,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,too_much_copied_unnatural,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
9dcca7d2db679059,"When an Authorised Person is monitoring and controlling its Exposures within the Large Exposures limits, what immediate notification and written follow-up obligations apply if (i) there is any breach of those limits and (ii) a Trading Book portion of a Large Exposure, alone or combined with any Non Trading Book portion, is likely to push the exposure above 25% of Tier 1, including what must be included in the notice to the Regulator?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
a346741805e67f29,"When the Regulator receives the required notice that would ordinarily trigger it to inform Host Regulator(s) of its intent to use the passporting procedures for a Passported Fund, in what circumstances may the Regulator refrain from sending that notice, and if it does proceed, what are the timing and follow-on steps tied to Host Regulator confirmation and the Register of Passported Funds?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
a4585a8d826562fd,"When a Mining Reporting Entity makes a disclosure that includes Exploration Targets, Exploration Results, or estimates of Mineral Resources or Ore Reserves, what must it state about the named Competent Person(s), and what consent must be obtained before making the disclosure regarding how the information and supporting material are presented?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
a7c2fff31099d8c6,"If a Listed Entity entered into an issue (or agreement to issue) Securities without prior holder approval, under what conditions can that transaction later be treated as approved, and how does that later approval affect whether the Listed Entity needs holder approval to stay within the cap on new Equity Securities calculated using the 20% Base Amount minus Relevant Issues formula?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
a806d0f5b2bb456a,"When preparing the weekly position report that a Recognised Investment Exchange must publish and provide to the Regulator for each Derivative admitted to trading, how must the Recognised Investment Exchange distinguish, as far as practicable, between risk-reducing positions tied directly to commercial activities and other positions, while still reporting the required aggregate position details by category of participant?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
ab28308168b764d1,"If an RIE or MTF has to put in place arrangements that make sure parties’ rights and liabilities from trades on its platform are settled on time, when does engaging a Recognised Clearing House or a Remote Clearing House count as enough to meet that requirement, and what restriction is stated for Remote Clearing Houses in Digital Securities?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,source_only_sufficient,both_needed,source_only_sufficient
b071d6d7145fe585,"When an Authorised Person wants to start offering Clients a Virtual Asset that was not originally approved in its application, what must it submit to the FSRA for approval, and how will the FSRA assess whether that Virtual Asset can be treated as an Accepted Virtual Asset for that Authorised Person?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
ba828e11e8e65613,"If a Recognised Investment Exchange admits to trading a Financial Instrument that uses a benchmark or index from a Price Reporting Agency, what checks must the exchange do to make sure the agency meets the required standards for how it sets prices and handles transparency, governance, conflicts, and complaints?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
bb24724bb265896b,"When an Authorised Person engaged in regulated activities in relation to Virtual Assets aligns its regulatory capital approach to the requirements that apply to a Recognised Investment Exchange, what form must that regulatory capital take, and what minimum capital amounts must a Recognised Investment Exchange hold (including any buffer that may be varied by the Regulator)?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
bdea13e6e19e957a,"When an Authorised Person is determining whether an Exposure should receive the 150% risk weight for being associated with particularly high risks, which types of Investments must be treated as particularly high risk, including any categories that could cover Shares or Units in a Collective Investment Fund?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
c354f4a6a30cbac7,"If an Authorised Person doing Virtual Asset regulated activities must follow the same capital approach as a Recognised Investment Exchange, what form must the Authorised Person’s regulatory capital be in, and how much capital does a Recognised Investment Exchange have to hold (including any extra buffer the Regulator can change)?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
c4c8063e2b10f8ea,"When setting expectations for a Reporting Entity’s Corporate Governance framework to support prudent and sound long‑term management in the interests of the Reporting Entity and its Shareholders, to what extent may the Regulator make Rules that prescribe Corporate Governance principles and standards and impose requirements on the Reporting Entity’s board of Directors and individual members, Controllers, employees, or other persons, including matters such as fair treatment of Shareholders and conflicts of interests?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,some_copied_acceptable,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,target_only_sufficient
ca7b40ed628e7309,"If a Reporting Entity has missed a required disclosure or the Regulator thinks there is (or could be) a false market in a Listed Entity’s Securities, what can the Regulator tell the Reporting Entity to do, and what extra ongoing duties can it add when it believes this is in the interests of the Abu Dhabi Global Market?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
cee4e7c62e8f66ca,"When a Payment Service User requests information at any time during the term of a Framework Contract, what information must the Payment Service Provider provide, and how does that obligation relate to the minimum information that the Framework Contract itself must include unless the Payment Service Provider and a Payment Service User which is not a Natural Person agree otherwise in writing?",majority,yes,yes,yes,partial_unclear,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
cf8dd636cd9dd2cb,"When an Authorised Person wants to treat the netting of an on balance sheet Exposure against an offsetting on balance sheet item as eligible, what conditions must it satisfy regarding the netting agreement and its legal enforceability and documentation, and what additional prerequisite must be met before it may recognise that netting as eligible?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,target_only_sufficient,target_only_sufficient,both_needed
d350ec23b14294f4,"When an Exempt Fund can no longer satisfy the conditions needed to remain classified as an Exempt Fund, what must the Fund Manager do in relation to applying for the winding up of that Fund, and how does the availability of converting the Fund to a Qualified Investor Fund depend on whether the Fund meets the criteria for a Domestic Fund to be treated as a Qualified Investor Fund (including how its Units are offered and who may be Unitholders)?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,too_much_copied_unnatural,too_much_copied_unnatural,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
d873949d0426272b,"When a Mining Reporting Entity is preparing forecast financial information and that forecast is derived from a Production Target, how should it determine whether it must also provide disclosures about Ore Reserves—particularly where Ore Reserve estimates are being disclosed for the first time or have materially changed since the last disclosure—and what specific forecast-related items must be included in the disclosure package?",majority,yes,yes,partial_unclear,partial_unclear,yes,yes,majority,some_copied_acceptable,too_much_copied_unnatural,unclear,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,target_only_sufficient,both_needed,both_needed,both_needed
daa28727b917ba23,"If the Fund Manager identifies a material change, error, or omission after making the cross-border notification but before Promotion starts in a Host Jurisdiction, what notifications must be made and what regulatory measures may follow if that issue means the Fund Manager would no longer comply with applicable legislation (including these Rules) or the Regulator considers action necessary?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
dd9324192c9a7188,"When determining the Credit RWA of an Authorised Person as an aggregate sum that includes the component for Credit Risk Exposures, what calculation steps must the Authorised Person follow to compute and aggregate the RWA for all of its CR Exposures so that this component can be included in the overall Credit RWA total?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,target_only_sufficient,both_needed,target_only_sufficient
deea83499d67e2c9,"A Mining Reporting Entity is expected to follow the non-mandatory parts of a Mining Reporting Standard. If its disclosure does not meet one of those non-mandatory requirements, what does it have to say in the disclosure?",unanimous,yes,yes,yes,yes,yes,yes,unanimous,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,majority,both_needed,both_needed,both_needed,target_only_sufficient,both_needed,target_only_sufficient
df992550123bafca,"For a Remote Body’s annual report to the Regulator, what time period should the report cover, and how do you set the start and end dates so the period follows on correctly from the last report (or, if there was no last report, from the Recognition Order), especially if the Remote Body changes its reporting period?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,target_only_sufficient
e01e9f1e9dd5fd16,"If someone files a Supplementary Prospectus, when can the Regulator ask for an extra fee, and is that the same kind of situation where the Regulator can charge an extra fee for other filings or supervision work?",unanimous,yes,yes,yes,yes,yes,yes,unanimous,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
e2fc874bfacea533,"For an Authorised Person operating as a Branch, what ongoing prudential resource standards apply and what specific reporting and notification actions must it take toward the Regulator, given how the Rules are applied by operating model?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,both_needed,target_only_sufficient
e734025e4ea2af5a,"When an Investigator needs help to advance an investigation—such as locating particular documents—what forms of assistance can the Investigator compel, and what procedural mechanism and scope of persons can be used to impose that requirement?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
e73ddfe65d568d47,"When an Authorised Person is calculating RWA for a credit risk exposure and has taken eligible financial Collateral for that exposure while using the FCSA, how must it reflect the collateral in the exposure amount and the applicable risk weights so that the resulting RWA amounts can be aggregated across all credit risk exposures?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,too_much_copied_unnatural,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,both_needed,source_only_sufficient,both_needed
e8d436b85bd1818e,"When a Mining Reporting Entity prepares a disclosure that includes forecast financial information derived from a Production Target and also includes ore reserves information supported by a separate report, what must the Mining Reporting Entity include about the assumptions used to determine the forecast financial information, and how must the ore reserves information in the disclosure be presented relative to the separate report and annexure?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
ebd9610d5d4d47a7,"If an Authorised Person decides to lower the value of its Exposures using credit risk mitigation options like provisions, netting, collateral, guarantees, credit derivatives, or securitisation, what policy must it write down about using any exclusions, and how does that fit with the fact the reductions are optional?",majority,yes,yes,partial_unclear,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
eebe235602d9d4f8,"What arrangements must a Recognised Investment Exchange maintain to regularly reassess whether a Price Reporting Agency continues to satisfy the required standards for price establishment, transparency, governance, conflicts management, and complaint handling?",unanimous,yes,yes,yes,yes,yes,yes,majority,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,both_needed,neither_mismatch_unclear,both_needed,source_only_sufficient
f6f4407ec6bd7977,"When an Authorised Person evaluates its Exposure to interest rate risk arising from its Non Trading Book activities, what specific interest-rate shock scenario must be included, and how should the evaluation be handled if the Authorised Person has balance sheet positions in more than one currency?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
f8720b938d34456e,"When an Authorised Person is considering whether it may recognise the effects of CRM from a Credit Derivative because the protection provider is an MDB, what must it do for any CR Exposure to those qualifying MDBs in terms of risk weighting, and which MDBs qualify for that treatment?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,target_only_sufficient,both_needed,both_needed,both_needed
f88ceff7304b0880,"When a Third Party Provider intends to change information that the Governing Contract is required to include (such as the maximum time taken for the Third Party Services to be provided or the agreed means of communication for notifications), what advance notice must be given to the Customer, and how does any written agreement between the parties affect what information is treated as contractually required in the first place?",majority,yes,yes,partial_unclear,yes,yes,yes,majority,some_copied_acceptable,too_much_copied_unnatural,some_copied_acceptable,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,unanimous,both_needed,both_needed,both_needed,both_needed,both_needed,both_needed
ffac0015010636bf,"If a Reporting Entity plans to publish a financial report on a set date, can it always wait until that date to share information, or does it sometimes need to disclose sooner because continuous disclosure works together with financial reporting and other disclosure documents like prospectus offers and bidders/targets statements?",unanimous,yes,yes,yes,yes,yes,yes,majority,mostly_natural_rephrased,mostly_natural_rephrased,mostly_natural_rephrased,some_copied_acceptable,mostly_natural_rephrased,some_copied_acceptable,majority,both_needed,both_needed,source_only_sufficient,both_needed,both_needed,both_needed
